Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","564","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","459","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","334","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","283","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","520","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","394","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2024","2024","1000 USD","617","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2014","2014","1000 USD","89491","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2015","2015","1000 USD","87893","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2016","2016","1000 USD","87893","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","87853","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","76800","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","74539","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","74607","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","71967","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","74515","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","74656","E","Estimated value"
"QV","Value of Agricultural Production","008","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2024","2024","1000 USD","57789","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2014","2014","1000 USD","701","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2015","2015","1000 USD","761","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2016","2016","1000 USD","1005","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","718","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","1502","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","1735","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","878","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","5039","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","2998","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","3270","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2024","2024","1000 USD","3270","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2014","2014","1000 USD","140","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2015","2015","1000 USD","123","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2016","2016","1000 USD","135","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","139","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","132","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","135","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","136","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","138","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","137","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","137","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2024","2024","1000 USD","137","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2014","2014","1000 USD","1150324","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2015","2015","1000 USD","1254456","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2016","2016","1000 USD","1152166","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","1150469","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","1879853","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","1830584","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","1466948","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","1023869","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","1416541","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","1180451","E","Estimated value"
"QV","Value of Agricultural Production","012","Algeria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2024","2024","1000 USD","1416541","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2014","2014","1000 USD","551854","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2015","2015","1000 USD","614482","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2016","2016","1000 USD","732305","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","778781","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","904665","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","922125","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","972339","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","971695","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","1010853","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","1051679","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2024","2024","1000 USD","1096748","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2014","2014","1000 USD","15813","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2015","2015","1000 USD","16948","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2016","2016","1000 USD","9190","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","3525","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","3627","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","3778","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","3951","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","3932","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","3950","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","14894","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2024","2024","1000 USD","18076","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2014","2014","1000 USD","11605","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2015","2015","1000 USD","12509","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2016","2016","1000 USD","13272","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","30356","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","29736","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","31493","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","32008","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","31465","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","31513","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","37640","E","Estimated value"
"QV","Value of Agricultural Production","024","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2024","2024","1000 USD","39509","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2014","2014","1000 USD","101","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2015","2015","1000 USD","105","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2016","2016","1000 USD","91","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","72","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","52","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","72","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","78","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","67","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","72","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","73","E","Estimated value"
"QV","Value of Agricultural Production","028","Antigua and Barbuda","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2024","2024","1000 USD","71","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2014","2014","1000 USD","4769718","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2015","2015","1000 USD","4875035","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2016","2016","1000 USD","5736384","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","7132254","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","6265360","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","8196819","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","8418114","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","8725166","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","8510571","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","5969426","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2024","2024","1000 USD","8288185","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2014","2014","1000 USD","346810","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2015","2015","1000 USD","341612","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2016","2016","1000 USD","308040","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","291237","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","299926","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","260877","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","268122","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","318610","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","268016","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","255032","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2024","2024","1000 USD","277300","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2014","2014","1000 USD","16144664","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2015","2015","1000 USD","18578210","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2016","2016","1000 USD","17777807","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","16620532","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","11425084","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","16708897","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","14748632","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","13973868","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","13261282","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","7572286","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2024","2024","1000 USD","14577141","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2014","2014","1000 USD","2655752","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2015","2015","1000 USD","2157181","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2016","2016","1000 USD","3507004","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","3530442","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","3709972","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","3770449","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","3363859","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","4222924","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","2393759","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","3022384","E","Estimated value"
"QV","Value of Agricultural Production","032","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2024","2024","1000 USD","3528962","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2014","2014","1000 USD","5507","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2015","2015","1000 USD","5934","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2016","2016","1000 USD","5744","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","2845","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","2080","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","1300","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","1767","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","1719","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","1408","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","1772","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2024","2024","1000 USD","1721","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2014","2014","1000 USD","92388","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2015","2015","1000 USD","99106","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2016","2016","1000 USD","95724","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","48202","E","Estimated value"
"QV","Value of Agricultural Production","051","Armenia","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","51214","E","Estimated value"
